[2023-07-03 00:47:05,714][train.py][line:207][INFO] Epoch:[1/300]	 loss=5.35565	 acc=0.053	 lr=0.00199
[2023-07-03 00:49:22,747][train.py][line:207][INFO] Epoch:[2/300]	 loss=5.13113	 acc=0.087	 lr=0.00195
[2023-07-03 00:51:38,847][train.py][line:207][INFO] Epoch:[3/300]	 loss=4.95260	 acc=0.099	 lr=0.00189
[2023-07-03 00:53:51,406][train.py][line:207][INFO] Epoch:[4/300]	 loss=4.80362	 acc=0.106	 lr=0.00181
[2023-07-03 00:56:05,029][train.py][line:207][INFO] Epoch:[5/300]	 loss=4.66010	 acc=0.133	 lr=0.00171
[2023-07-03 00:58:20,811][train.py][line:207][INFO] Epoch:[6/300]	 loss=4.49164	 acc=0.155	 lr=0.00159
[2023-07-03 01:00:35,863][train.py][line:207][INFO] Epoch:[7/300]	 loss=4.32843	 acc=0.176	 lr=0.00146
[2023-07-03 01:02:48,711][train.py][line:207][INFO] Epoch:[8/300]	 loss=4.19226	 acc=0.210	 lr=0.00132
[2023-07-03 01:05:01,299][train.py][line:207][INFO] Epoch:[9/300]	 loss=4.05694	 acc=0.238	 lr=0.00116
[2023-07-03 01:07:14,142][train.py][line:207][INFO] Epoch:[10/300]	 loss=3.90950	 acc=0.262	 lr=0.00101
[2023-07-03 01:09:27,776][train.py][line:207][INFO] Epoch:[11/300]	 loss=3.79186	 acc=0.293	 lr=0.00086
[2023-07-03 01:11:44,408][train.py][line:207][INFO] Epoch:[12/300]	 loss=3.68925	 acc=0.300	 lr=0.00070
[2023-07-03 01:13:58,752][train.py][line:207][INFO] Epoch:[13/300]	 loss=3.60741	 acc=0.317	 lr=0.00056
[2023-07-03 01:16:12,875][train.py][line:207][INFO] Epoch:[14/300]	 loss=3.51372	 acc=0.335	 lr=0.00043
[2023-07-03 01:18:26,048][train.py][line:207][INFO] Epoch:[15/300]	 loss=3.42957	 acc=0.338	 lr=0.00031
[2023-07-03 01:20:42,591][train.py][line:207][INFO] Epoch:[16/300]	 loss=3.37257	 acc=0.354	 lr=0.00021
[2023-07-03 01:22:58,836][train.py][line:207][INFO] Epoch:[17/300]	 loss=3.32359	 acc=0.360	 lr=0.00013
[2023-07-03 01:25:12,209][train.py][line:207][INFO] Epoch:[18/300]	 loss=3.27223	 acc=0.369	 lr=0.00007
[2023-07-03 01:27:27,331][train.py][line:207][INFO] Epoch:[19/300]	 loss=3.26173	 acc=0.368	 lr=0.00003
[2023-07-03 01:29:41,447][train.py][line:207][INFO] Epoch:[20/300]	 loss=3.24306	 acc=0.369	 lr=0.00200
[2023-07-03 01:31:56,516][train.py][line:207][INFO] Epoch:[21/300]	 loss=3.63914	 acc=0.297	 lr=0.00200
[2023-07-03 01:34:09,638][train.py][line:207][INFO] Epoch:[22/300]	 loss=3.58657	 acc=0.315	 lr=0.00199
[2023-07-03 01:36:22,772][train.py][line:207][INFO] Epoch:[23/300]	 loss=3.51170	 acc=0.331	 lr=0.00197
[2023-07-03 01:38:36,835][train.py][line:207][INFO] Epoch:[24/300]	 loss=3.42982	 acc=0.358	 lr=0.00195
[2023-07-03 01:40:50,309][train.py][line:207][INFO] Epoch:[25/300]	 loss=3.34622	 acc=0.359	 lr=0.00192
[2023-07-03 01:43:03,687][train.py][line:207][INFO] Epoch:[26/300]	 loss=3.25636	 acc=0.384	 lr=0.00189
[2023-07-03 01:45:16,905][train.py][line:207][INFO] Epoch:[27/300]	 loss=3.19333	 acc=0.380	 lr=0.00185
[2023-07-03 01:47:30,221][train.py][line:207][INFO] Epoch:[28/300]	 loss=3.12510	 acc=0.414	 lr=0.00181
[2023-07-03 01:49:43,021][train.py][line:207][INFO] Epoch:[29/300]	 loss=3.05447	 acc=0.420	 lr=0.00176
[2023-07-03 01:51:57,325][train.py][line:207][INFO] Epoch:[30/300]	 loss=2.97508	 acc=0.428	 lr=0.00171
[2023-07-03 01:54:13,201][train.py][line:207][INFO] Epoch:[31/300]	 loss=2.92680	 acc=0.432	 lr=0.00165
[2023-07-03 01:56:29,006][train.py][line:207][INFO] Epoch:[32/300]	 loss=2.86800	 acc=0.450	 lr=0.00159
[2023-07-03 01:58:41,511][train.py][line:207][INFO] Epoch:[33/300]	 loss=2.81093	 acc=0.468	 lr=0.00153
[2023-07-03 02:00:55,038][train.py][line:207][INFO] Epoch:[34/300]	 loss=2.75328	 acc=0.476	 lr=0.00146
[2023-07-03 02:03:09,594][train.py][line:207][INFO] Epoch:[35/300]	 loss=2.70917	 acc=0.486	 lr=0.00139
[2023-07-03 02:05:22,375][train.py][line:207][INFO] Epoch:[36/300]	 loss=2.63671	 acc=0.484	 lr=0.00132
[2023-07-03 02:07:35,061][train.py][line:207][INFO] Epoch:[37/300]	 loss=2.59185	 acc=0.490	 lr=0.00124
[2023-07-03 02:09:48,734][train.py][line:207][INFO] Epoch:[38/300]	 loss=2.53405	 acc=0.498	 lr=0.00116
[2023-07-03 02:12:04,533][train.py][line:207][INFO] Epoch:[39/300]	 loss=2.49242	 acc=0.498	 lr=0.00109
[2023-07-03 02:14:17,205][train.py][line:207][INFO] Epoch:[40/300]	 loss=2.43980	 acc=0.520	 lr=0.00101
[2023-07-03 02:16:30,979][train.py][line:207][INFO] Epoch:[41/300]	 loss=2.40631	 acc=0.528	 lr=0.00093
[2023-07-03 02:18:44,896][train.py][line:207][INFO] Epoch:[42/300]	 loss=2.35967	 acc=0.526	 lr=0.00086
[2023-07-03 02:20:59,632][train.py][line:207][INFO] Epoch:[43/300]	 loss=2.30231	 acc=0.541	 lr=0.00078
